set,filename,class,xmin,ymin,xmax,ymax
UNASSIGNED,image/80557.jpg,blazer,0.373,0.157,0.789,0.45399999999999996
UNASSIGNED,image/80557.jpg,jeans,0.436,0.45399999999999996,0.7190000000000001,0.86
UNASSIGNED,image/80557.jpg,shoe,0.524,0.821,0.6890000000000001,0.98
UNASSIGNED,image/54084.jpg,bag,0.511,0.5589999999999999,0.6890000000000001,0.6659999999999999
UNASSIGNED,image/54084.jpg,blouse,0.336,0.22,0.654,0.456
UNASSIGNED,image/54084.jpg,shorts,0.318,0.441,0.619,0.6709999999999999
UNASSIGNED,image/188193.jpg,dress,0.35100000000000003,0.242,0.684,0.619
UNASSIGNED,image/188193.jpg,shoe,0.48100000000000004,0.92,0.539,0.965
UNASSIGNED,image/50770.jpg,belt,0.414,0.324,0.632,0.397
UNASSIGNED,image/50770.jpg,dress,0.313,0.22,0.772,0.601
UNASSIGNED,image/50770.jpg,shoe,0.456,0.7809999999999999,0.561,0.87
UNASSIGNED,image/18827.jpg,bag,0.145,0.341,0.47100000000000003,0.579
UNASSIGNED,image/18827.jpg,coat,0.33799999999999997,0.242,0.662,0.5760000000000001
UNASSIGNED,image/18827.jpg,dress,0.268,0.27399999999999997,0.677,0.89
UNASSIGNED,image/18827.jpg,shoe,0.541,0.9,0.617,0.945
UNASSIGNED,image/110249.jpg,bag,0.46399999999999997,0.6759999999999999,0.7240000000000001,0.8859999999999999
UNASSIGNED,image/110249.jpg,blouse,0.40399999999999997,0.18,0.682,0.379
UNASSIGNED,image/110249.jpg,shoe,0.391,0.8909999999999999,0.604,0.978
UNASSIGNED,image/58415.jpg,blazer,0.28600000000000003,0.152,0.742,0.78
UNASSIGNED,image/58415.jpg,hat,0.46399999999999997,0.0,0.7290000000000001,0.098
UNASSIGNED,image/58415.jpg,pants,0.318,0.406,0.607,0.9279999999999999
UNASSIGNED,image/58415.jpg,shoe,0.41100000000000003,0.865,0.672,1.0
UNASSIGNED,image/58415.jpg,sunglass,0.541,0.067,0.629,0.115
UNASSIGNED,image/99503.jpg,T-shirt,0.35600000000000004,0.22,0.604,0.539
UNASSIGNED,image/99503.jpg,bag,0.248,0.581,0.449,0.977
UNASSIGNED,image/99503.jpg,sweater,0.303,0.209,0.672,0.531
UNASSIGNED,image/70017.jpg,blouse,0.361,0.317,0.787,0.568
UNASSIGNED,image/70017.jpg,coat,0.40399999999999997,0.22,0.799,0.474
UNASSIGNED,image/70017.jpg,skirt,0.401,0.501,0.684,0.6559999999999999
UNASSIGNED,image/186656.jpg,bag,0.17,0.381,0.409,0.551
UNASSIGNED,image/186656.jpg,blouse,0.35600000000000004,0.19,0.5539999999999999,0.37200000000000005
UNASSIGNED,image/186656.jpg,coat,0.271,0.222,0.6920000000000001,0.564
UNASSIGNED,image/186656.jpg,shoe,0.409,0.8759999999999999,0.599,0.98
UNASSIGNED,image/186656.jpg,shorts,0.376,0.324,0.561,0.499
UNASSIGNED,image/63682.jpg,bag,0.153,0.184,0.439,0.516
UNASSIGNED,image/63682.jpg,belt,0.431,0.366,0.5589999999999999,0.40399999999999997
UNASSIGNED,image/63682.jpg,blouse,0.37799999999999995,0.237,0.546,0.374
UNASSIGNED,image/63682.jpg,hat,0.298,0.0,0.509,0.098
UNASSIGNED,image/63682.jpg,pants,0.373,0.396,0.662,0.8909999999999999
UNASSIGNED,image/63682.jpg,shoe,0.41600000000000004,0.865,0.589,1.0
UNASSIGNED,image/167263.jpg,T-shirt,0.316,0.16699999999999998,0.591,0.361
UNASSIGNED,image/167263.jpg,shoe,0.34299999999999997,0.902,0.569,0.9520000000000001
UNASSIGNED,image/167263.jpg,skirt,0.34299999999999997,0.332,0.7170000000000001,0.659
UNASSIGNED,image/112317.jpg,T-shirt,0.358,0.27899999999999997,0.664,0.539
UNASSIGNED,image/112317.jpg,belt,0.33799999999999997,0.461,0.622,0.563
UNASSIGNED,image/112317.jpg,coat,0.313,0.22899999999999998,0.722,0.499
UNASSIGNED,image/112317.jpg,jeans,0.29100000000000004,0.506,0.647,0.875
UNASSIGNED,image/152410.jpg,bag,0.609,0.47200000000000003,0.7070000000000001,0.568
UNASSIGNED,image/152410.jpg,blouse,0.371,0.15,0.742,0.379
UNASSIGNED,image/152410.jpg,shoe,0.451,0.932,0.534,0.96
UNASSIGNED,image/152410.jpg,skirt,0.34299999999999997,0.341,0.669,0.579
UNASSIGNED,image/124571.jpg,bag,0.514,0.501,0.614,0.5660000000000001
UNASSIGNED,image/124571.jpg,belt,0.511,0.341,0.682,0.402
UNASSIGNED,image/124571.jpg,dress,0.426,0.245,0.747,0.619
UNASSIGNED,image/8477.jpg,T-shirt,0.361,0.172,0.7040000000000001,0.359
UNASSIGNED,image/8477.jpg,bag,0.281,0.519,0.444,0.6509999999999999
UNASSIGNED,image/8477.jpg,shoe,0.451,0.865,0.5760000000000001,0.9420000000000001
UNASSIGNED,image/8477.jpg,skirt,0.35600000000000004,0.341,0.6890000000000001,0.5589999999999999
UNASSIGNED,image/8477.jpg,socks,0.426,0.8109999999999999,0.591,0.9
UNASSIGNED,image/53419.jpg,bag,0.095,0.162,0.409,0.6559999999999999
UNASSIGNED,image/53419.jpg,dress,0.303,0.159,0.629,0.6759999999999999
UNASSIGNED,image/53419.jpg,shoe,0.348,0.925,0.561,0.972
UNASSIGNED,image/105423.jpg,belt,0.373,0.414,0.504,0.45899999999999996
UNASSIGNED,image/105423.jpg,blouse,0.251,0.23199999999999998,0.594,0.43200000000000005
UNASSIGNED,image/105423.jpg,legging,0.163,0.42700000000000005,0.649,0.856
UNASSIGNED,image/105423.jpg,shoe,0.15,0.8809999999999999,0.792,0.953
UNASSIGNED,image/105423.jpg,sunglass,0.391,0.14,0.484,0.19399999999999998
UNASSIGNED,image/86662.jpg,blouse,0.516,0.301,0.586,0.452
UNASSIGNED,image/86662.jpg,coat,0.226,0.2,0.7490000000000001,0.5760000000000001
UNASSIGNED,image/86662.jpg,shoe,0.391,0.821,0.662,0.903
UNASSIGNED,image/86662.jpg,skirt,0.501,0.449,0.629,0.579
UNASSIGNED,image/188680.jpg,bag,0.218,0.581,0.424,0.883
UNASSIGNED,image/188680.jpg,belt,0.35100000000000003,0.39399999999999996,0.652,0.47600000000000003
UNASSIGNED,image/188680.jpg,blouse,0.361,0.16399999999999998,0.667,0.419
UNASSIGNED,image/188680.jpg,jeans,0.33299999999999996,0.436,0.659,0.865
UNASSIGNED,image/188680.jpg,scarf,0.28800000000000003,0.21,0.39799999999999996,0.513
UNASSIGNED,image/188680.jpg,shoe,0.426,0.917,0.536,0.985
UNASSIGNED,image/88617.jpg,T-shirt,0.41100000000000003,0.28,0.506,0.419
UNASSIGNED,image/88617.jpg,bag,0.531,0.581,0.8270000000000001,0.831
UNASSIGNED,image/88617.jpg,blazer,0.303,0.157,0.677,0.45899999999999996
UNASSIGNED,image/88617.jpg,legging,0.34299999999999997,0.414,0.652,0.902
UNASSIGNED,image/88617.jpg,shoe,0.391,0.9470000000000001,0.534,0.98
UNASSIGNED,image/50303.jpg,belt,0.409,0.35700000000000004,0.614,0.419
UNASSIGNED,image/50303.jpg,blouse,0.331,0.195,0.6970000000000001,0.379
UNASSIGNED,image/50303.jpg,shoe,0.40399999999999997,0.8109999999999999,0.644,0.9670000000000001
UNASSIGNED,image/50303.jpg,skirt,0.293,0.386,0.7090000000000001,0.598
UNASSIGNED,image/191311.jpg,shoe,0.596,0.9179999999999999,0.6940000000000001,1.0
UNASSIGNED,image/191311.jpg,shorts,0.529,0.392,0.812,0.664
UNASSIGNED,image/191311.jpg,stocking,0.511,0.621,0.794,0.93
UNASSIGNED,image/191311.jpg,sunglass,0.586,0.1,0.7440000000000001,0.179
UNASSIGNED,image/84980.jpg,belt,0.439,0.341,0.649,0.41100000000000003
UNASSIGNED,image/84980.jpg,shoe,0.41600000000000004,0.853,0.632,0.9129999999999999
UNASSIGNED,image/84980.jpg,stocking,0.39799999999999996,0.599,0.664,0.8809999999999999
UNASSIGNED,image/52202.jpg,bag,0.308,0.5329999999999999,0.45899999999999996,0.603
UNASSIGNED,image/52202.jpg,dress,0.243,0.209,0.7090000000000001,0.723
UNASSIGNED,image/52202.jpg,shoe,0.381,0.853,0.654,0.99
UNASSIGNED,image/122869.jpg,T-shirt,0.511,0.247,0.684,0.442
UNASSIGNED,image/122869.jpg,bag,0.363,0.461,0.526,0.74
UNASSIGNED,image/122869.jpg,blazer,0.456,0.18,0.767,0.457
UNASSIGNED,image/122869.jpg,shoe,0.466,0.7559999999999999,0.654,0.85
UNASSIGNED,image/122869.jpg,shorts,0.46399999999999997,0.41100000000000003,0.7040000000000001,0.529
UNASSIGNED,image/23236.jpg,blouse,0.29100000000000004,0.14400000000000002,0.652,0.402
UNASSIGNED,image/23236.jpg,shoe,0.406,0.8759999999999999,0.637,0.9620000000000001
UNASSIGNED,image/23236.jpg,skirt,0.353,0.35600000000000004,0.674,0.977
UNASSIGNED,image/188205.jpg,shoe,0.366,0.861,0.489,0.953
UNASSIGNED,image/188205.jpg,shorts,0.353,0.43200000000000005,0.609,0.878
UNASSIGNED,image/188205.jpg,sweater,0.221,0.27899999999999997,0.7140000000000001,0.484
UNASSIGNED,image/16356.jpg,bag,0.28300000000000003,0.524,0.41100000000000003,0.614
UNASSIGNED,image/16356.jpg,blouse,0.444,0.26,0.617,0.47200000000000003
UNASSIGNED,image/16356.jpg,coat,0.301,0.172,0.7340000000000001,0.5710000000000001
UNASSIGNED,image/16356.jpg,legging,0.406,0.436,0.639,0.87
UNASSIGNED,image/16356.jpg,shoe,0.451,0.9079999999999999,0.569,0.94
UNASSIGNED,image/16356.jpg,sunglass,0.511,0.10400000000000001,0.607,0.165
UNASSIGNED,image/11338.jpg,bag,0.251,0.526,0.381,0.6409999999999999
UNASSIGNED,image/11338.jpg,belt,0.278,0.35700000000000004,0.639,0.467
UNASSIGNED,image/11338.jpg,blouse,0.276,0.182,0.659,0.479
UNASSIGNED,image/11338.jpg,shoe,0.424,0.818,0.564,0.9620000000000001
UNASSIGNED,image/11338.jpg,skirt,0.271,0.426,0.644,0.588
UNASSIGNED,image/41655.jpg,coat,0.308,0.245,0.669,0.528
UNASSIGNED,image/41655.jpg,jeans,0.35100000000000003,0.523,0.602,0.87
UNASSIGNED,image/41655.jpg,scarf,0.35100000000000003,0.165,0.634,0.285
UNASSIGNED,image/41655.jpg,shoe,0.371,0.835,0.536,0.9129999999999999
UNASSIGNED,image/41655.jpg,sweater,0.348,0.26,0.629,0.5579999999999999
UNASSIGNED,image/77844.jpg,bag,0.434,0.541,0.612,0.765
UNASSIGNED,image/77844.jpg,belt,0.5539999999999999,0.35200000000000004,0.794,0.397
UNASSIGNED,image/77844.jpg,blouse,0.48100000000000004,0.19399999999999998,0.885,0.42700000000000005
UNASSIGNED,image/77844.jpg,pants,0.511,0.381,0.847,0.861
UNASSIGNED,image/77844.jpg,shoe,0.612,0.861,0.767,0.987
UNASSIGNED,image/28803.jpg,bag,0.5660000000000001,0.581,0.747,0.833
UNASSIGNED,image/28803.jpg,belt,0.424,0.364,0.509,0.386
UNASSIGNED,image/28803.jpg,scarf,0.24100000000000002,0.20199999999999999,0.6890000000000001,0.82
UNASSIGNED,image/28803.jpg,shoe,0.451,0.8109999999999999,0.619,1.0
UNASSIGNED,image/28803.jpg,sweater,0.316,0.16399999999999998,0.6990000000000001,0.441
UNASSIGNED,image/11260.jpg,bag,0.23600000000000002,0.6559999999999999,0.414,0.86
UNASSIGNED,image/11260.jpg,blazer,0.28600000000000003,0.317,0.627,0.594
UNASSIGNED,image/11260.jpg,blouse,0.37799999999999995,0.341,0.509,0.523
UNASSIGNED,image/11260.jpg,jeans,0.331,0.501,0.627,0.875
UNASSIGNED,image/11260.jpg,shoe,0.414,0.833,0.5489999999999999,0.93
UNASSIGNED,image/117658.jpg,belt,0.514,0.381,0.772,0.45899999999999996
UNASSIGNED,image/117658.jpg,shoe,0.534,0.917,0.627,0.968
UNASSIGNED,image/44343.jpg,blazer,0.251,0.275,0.7490000000000001,0.639
UNASSIGNED,image/44343.jpg,dress,0.426,0.341,0.7070000000000001,0.649
UNASSIGNED,image/44343.jpg,shoe,0.521,0.861,0.619,0.972
UNASSIGNED,image/185385.jpg,T-shirt,0.321,0.17,0.654,0.36200000000000004
UNASSIGNED,image/185385.jpg,bag,0.273,0.392,0.38799999999999996,0.494
UNASSIGNED,image/185385.jpg,shoe,0.424,0.821,0.531,0.943
UNASSIGNED,image/185385.jpg,skirt,0.303,0.354,0.634,0.601
UNASSIGNED,image/171722.jpg,bag,0.273,0.563,0.506,0.733
UNASSIGNED,image/171722.jpg,dress,0.401,0.16,0.6970000000000001,0.5589999999999999
UNASSIGNED,image/171722.jpg,shoe,0.494,0.838,0.669,0.883
UNASSIGNED,image/101723.jpg,dress,0.33299999999999996,0.13,0.722,0.579
UNASSIGNED,image/101723.jpg,shoe,0.506,0.855,0.7020000000000001,0.995
UNASSIGNED,image/113922.jpg,shoe,0.41100000000000003,0.863,0.629,0.968
UNASSIGNED,image/113922.jpg,shorts,0.391,0.479,0.622,0.5579999999999999
UNASSIGNED,image/113922.jpg,sweater,0.303,0.154,0.6990000000000001,0.516
UNASSIGNED,image/62712.jpg,bag,0.271,0.255,0.444,0.601
UNASSIGNED,image/62712.jpg,blouse,0.28300000000000003,0.235,0.669,0.46399999999999997
UNASSIGNED,image/62712.jpg,shoe,0.406,0.841,0.581,0.9420000000000001
UNASSIGNED,image/62712.jpg,shorts,0.313,0.42100000000000004,0.674,0.629
UNASSIGNED,image/62712.jpg,socks,0.419,0.823,0.5660000000000001,0.9
UNASSIGNED,image/169516.jpg,belt,0.39299999999999996,0.414,0.509,0.424
UNASSIGNED,image/169516.jpg,dress,0.271,0.27,0.664,0.6509999999999999
UNASSIGNED,image/56716.jpg,T-shirt,0.308,0.235,0.599,0.49200000000000005
UNASSIGNED,image/56716.jpg,coat,0.243,0.18899999999999997,0.664,0.6990000000000001
UNASSIGNED,image/56716.jpg,jeans,0.313,0.48100000000000004,0.569,0.97
UNASSIGNED,image/56716.jpg,shoe,0.313,0.89,0.607,1.0
UNASSIGNED,image/108234.jpg,T-shirt,0.326,0.22,0.449,0.426
UNASSIGNED,image/108234.jpg,bag,0.348,0.391,0.634,0.5660000000000001
UNASSIGNED,image/108234.jpg,belt,0.311,0.419,0.47100000000000003,0.474
UNASSIGNED,image/108234.jpg,blazer,0.28800000000000003,0.14,0.594,0.434
UNASSIGNED,image/108234.jpg,jeans,0.273,0.462,0.586,0.88
UNASSIGNED,image/108234.jpg,shoe,0.436,0.836,0.579,0.963
UNASSIGNED,image/44737.jpg,blouse,0.113,0.212,0.536,0.534
UNASSIGNED,image/44737.jpg,shoe,0.271,0.91,0.414,0.968
UNASSIGNED,image/44737.jpg,skirt,0.195,0.442,0.474,0.631
UNASSIGNED,image/44737.jpg,stocking,0.228,0.629,0.441,0.943
UNASSIGNED,image/6385.jpg,bag,0.266,0.5660000000000001,0.439,0.708
UNASSIGNED,image/6385.jpg,blouse,0.331,0.162,0.596,0.5589999999999999
UNASSIGNED,image/6385.jpg,coat,0.316,0.18,0.7070000000000001,0.49700000000000005
UNASSIGNED,image/6385.jpg,shoe,0.396,0.825,0.584,0.978
UNASSIGNED,image/6385.jpg,shorts,0.341,0.541,0.612,0.599
UNASSIGNED,image/6385.jpg,socks,0.409,0.902,0.5710000000000001,0.968
UNASSIGNED,image/170657.jpg,shoe,0.376,0.841,0.589,0.977
UNASSIGNED,image/170657.jpg,skirt,0.298,0.34700000000000003,0.7020000000000001,0.6559999999999999
UNASSIGNED,image/171123.jpg,T-shirt,0.509,0.301,0.7090000000000001,0.513
UNASSIGNED,image/171123.jpg,bag,0.33799999999999997,0.715,0.486,0.866
UNASSIGNED,image/171123.jpg,shoe,0.461,0.89,0.7490000000000001,1.0
UNASSIGNED,image/171123.jpg,skirt,0.451,0.501,0.754,0.6829999999999999
UNASSIGNED,image/171123.jpg,sweater,0.426,0.285,0.769,0.611
UNASSIGNED,image/8805.jpg,bag,0.14,0.603,0.368,0.93
UNASSIGNED,image/8805.jpg,hat,0.363,0.0,0.599,0.139
UNASSIGNED,image/8805.jpg,scarf,0.271,0.22,0.584,0.531
UNASSIGNED,image/8805.jpg,shoe,0.34299999999999997,0.903,0.5489999999999999,1.0
UNASSIGNED,image/8805.jpg,socks,0.33299999999999996,0.745,0.569,0.925
UNASSIGNED,image/8805.jpg,sweater,0.193,0.23,0.732,0.713
UNASSIGNED,image/58682.jpg,T-shirt,0.331,0.225,0.657,0.379
UNASSIGNED,image/58682.jpg,bag,0.271,0.441,0.41600000000000004,0.5379999999999999
UNASSIGNED,image/58682.jpg,belt,0.42100000000000004,0.374,0.627,0.419
UNASSIGNED,image/58682.jpg,shoe,0.446,0.8079999999999999,0.607,0.927
UNASSIGNED,image/58682.jpg,skirt,0.34299999999999997,0.392,0.657,0.579
UNASSIGNED,image/19424.jpg,bag,0.7190000000000001,0.42100000000000004,0.9570000000000001,0.644
UNASSIGNED,image/19424.jpg,hat,0.594,0.092,0.754,0.179
UNASSIGNED,image/19424.jpg,skirt,0.534,0.369,0.7390000000000001,0.6409999999999999
UNASSIGNED,image/19424.jpg,stocking,0.536,0.628,0.7490000000000001,0.888
UNASSIGNED,image/19424.jpg,sweater,0.45899999999999996,0.239,0.8320000000000001,0.639
UNASSIGNED,image/187154.jpg,coat,0.253,0.19399999999999998,0.742,0.619
UNASSIGNED,image/187154.jpg,shoe,0.41100000000000003,0.8079999999999999,0.529,0.99
UNASSIGNED,image/187154.jpg,skirt,0.373,0.591,0.652,0.693
UNASSIGNED,image/187154.jpg,stocking,0.391,0.6759999999999999,0.607,0.841
UNASSIGNED,image/159852.jpg,bag,0.24100000000000002,0.5489999999999999,0.486,0.74
UNASSIGNED,image/159852.jpg,blouse,0.331,0.205,0.604,0.371
UNASSIGNED,image/159852.jpg,coat,0.632,0.26,0.6990000000000001,0.331
UNASSIGNED,image/159852.jpg,shoe,0.439,0.863,0.649,0.963
UNASSIGNED,image/159852.jpg,skirt,0.21600000000000003,0.381,0.684,0.583
UNASSIGNED,image/23006.jpg,bag,0.574,0.406,0.7490000000000001,0.5429999999999999
UNASSIGNED,image/23006.jpg,shoe,0.38299999999999995,0.818,0.516,0.935
UNASSIGNED,image/23006.jpg,skirt,0.316,0.359,0.6890000000000001,0.599
UNASSIGNED,image/23006.jpg,sunglass,0.406,0.11699999999999999,0.5539999999999999,0.16399999999999998
UNASSIGNED,image/31997.jpg,blouse,0.38299999999999995,0.192,0.579,0.379
UNASSIGNED,image/31997.jpg,coat,0.261,0.18,0.7240000000000001,0.653
UNASSIGNED,image/31997.jpg,hat,0.441,0.018000000000000002,0.634,0.098
UNASSIGNED,image/31997.jpg,shoe,0.41600000000000004,0.865,0.7170000000000001,0.97
UNASSIGNED,image/31997.jpg,skirt,0.366,0.35600000000000004,0.581,0.598
UNASSIGNED,image/31997.jpg,socks,0.494,0.821,0.632,0.895
UNASSIGNED,image/75654.jpg,bag,0.268,0.461,0.509,0.631
UNASSIGNED,image/75654.jpg,belt,0.381,0.402,0.396,0.45899999999999996
UNASSIGNED,image/75654.jpg,dress,0.316,0.245,0.687,0.6559999999999999
UNASSIGNED,image/75654.jpg,shoe,0.406,0.8059999999999999,0.564,0.948
UNASSIGNED,image/158318.jpg,T-shirt,0.331,0.23399999999999999,0.609,0.509
UNASSIGNED,image/158318.jpg,bag,0.193,0.591,0.544,0.82
UNASSIGNED,image/158318.jpg,shoe,0.358,0.885,0.7040000000000001,0.98
UNASSIGNED,image/158318.jpg,skirt,0.301,0.489,0.629,0.621
UNASSIGNED,image/158318.jpg,stocking,0.341,0.591,0.669,0.8909999999999999
UNASSIGNED,image/191347.jpg,bag,0.316,0.5489999999999999,0.496,0.845
UNASSIGNED,image/191347.jpg,blazer,0.361,0.17,0.887,0.451
UNASSIGNED,image/191347.jpg,blouse,0.511,0.225,0.667,0.379
UNASSIGNED,image/191347.jpg,shoe,0.524,0.9279999999999999,0.624,0.9570000000000001
UNASSIGNED,image/191347.jpg,skirt,0.41100000000000003,0.36200000000000004,0.7090000000000001,0.588
UNASSIGNED,image/106141.jpg,dress,0.358,0.174,0.7120000000000001,0.633
UNASSIGNED,image/106141.jpg,shoe,0.48100000000000004,0.7809999999999999,0.6940000000000001,0.998
UNASSIGNED,image/106141.jpg,sunglass,0.451,0.078,0.521,0.12
UNASSIGNED,image/148062.jpg,belt,0.331,0.364,0.534,0.539
UNASSIGNED,image/148062.jpg,blouse,0.35100000000000003,0.21899999999999997,0.5660000000000001,0.36200000000000004
UNASSIGNED,image/148062.jpg,shoe,0.39299999999999996,0.805,0.5710000000000001,0.937
UNASSIGNED,image/90104.jpg,dress,0.336,0.25,0.7090000000000001,0.593
UNASSIGNED,image/90104.jpg,scarf,0.474,0.272,0.584,0.33899999999999997
UNASSIGNED,image/90104.jpg,shoe,0.419,0.848,0.551,0.915
UNASSIGNED,image/90104.jpg,stocking,0.39299999999999996,0.621,0.602,0.8909999999999999
UNASSIGNED,image/84523.jpg,T-shirt,0.331,0.19699999999999998,0.659,0.45899999999999996
UNASSIGNED,image/84523.jpg,jeans,0.391,0.426,0.632,0.851
UNASSIGNED,image/84523.jpg,shoe,0.451,0.815,0.604,0.9520000000000001
UNASSIGNED,image/59982.jpg,T-shirt,0.318,0.182,0.6890000000000001,0.524
UNASSIGNED,image/59982.jpg,shoe,0.316,0.871,0.604,0.975
UNASSIGNED,image/87953.jpg,T-shirt,0.128,0.207,0.581,0.48700000000000004
UNASSIGNED,image/87953.jpg,coat,0.168,0.0,0.84,0.593
UNASSIGNED,image/87953.jpg,legging,0.198,0.414,0.581,0.89
UNASSIGNED,image/87953.jpg,shoe,0.10300000000000001,0.698,0.469,1.0
UNASSIGNED,image/176473.jpg,bag,0.23800000000000002,0.513,0.341,0.599
UNASSIGNED,image/176473.jpg,dress,0.308,0.28,0.637,0.6759999999999999
UNASSIGNED,image/29351.jpg,blazer,0.348,0.2,0.687,0.509
UNASSIGNED,image/29351.jpg,blouse,0.461,0.222,0.617,0.444
UNASSIGNED,image/29351.jpg,legging,0.381,0.42100000000000004,0.642,0.846
UNASSIGNED,image/29351.jpg,shoe,0.396,0.534,0.737,0.953
UNASSIGNED,image/30649.jpg,T-shirt,0.431,0.22,0.667,0.387
UNASSIGNED,image/30649.jpg,belt,0.41100000000000003,0.369,0.629,0.42200000000000004
UNASSIGNED,image/30649.jpg,stocking,0.424,0.688,0.594,0.9
UNASSIGNED,image/189912.jpg,bag,0.233,0.594,0.41600000000000004,0.73
UNASSIGNED,image/189912.jpg,dress,0.35100000000000003,0.292,0.787,0.623
UNASSIGNED,image/189912.jpg,shoe,0.368,0.883,0.511,0.9520000000000001
UNASSIGNED,image/189912.jpg,socks,0.41100000000000003,0.83,0.526,0.9
UNASSIGNED,image/46878.jpg,T-shirt,0.331,0.20199999999999999,0.654,0.40700000000000003
UNASSIGNED,image/46878.jpg,shoe,0.489,0.856,0.684,0.925
UNASSIGNED,image/46878.jpg,shorts,0.33299999999999996,0.381,0.627,0.573
UNASSIGNED,image/46878.jpg,sunglass,0.47100000000000003,0.139,0.561,0.179
UNASSIGNED,image/44693.jpg,bag,0.253,0.606,0.41600000000000004,0.8
UNASSIGNED,image/44693.jpg,dress,0.391,0.247,0.629,0.583
UNASSIGNED,image/44693.jpg,shoe,0.38799999999999996,0.853,0.564,0.94
UNASSIGNED,image/44437.jpg,T-shirt,0.28300000000000003,0.249,0.619,0.591
UNASSIGNED,image/44437.jpg,legging,0.33299999999999996,0.541,0.591,0.8759999999999999
UNASSIGNED,image/44437.jpg,shoe,0.33799999999999997,0.861,0.579,0.99
UNASSIGNED,image/100824.jpg,blouse,0.414,0.254,0.7090000000000001,0.531
UNASSIGNED,image/100824.jpg,pants,0.461,0.46399999999999997,0.727,0.8
UNASSIGNED,image/100824.jpg,shoe,0.501,0.768,0.644,0.878
UNASSIGNED,image/109746.jpg,T-shirt,0.456,0.26,0.614,0.381
UNASSIGNED,image/109746.jpg,belt,0.511,0.377,0.619,0.414
UNASSIGNED,image/109746.jpg,blazer,0.32299999999999995,0.19699999999999998,0.7020000000000001,0.467
UNASSIGNED,image/109746.jpg,shoe,0.42100000000000004,0.821,0.629,0.907
UNASSIGNED,image/109746.jpg,skirt,0.426,0.381,0.7090000000000001,0.589
UNASSIGNED,image/169988.jpg,T-shirt,0.331,0.18,0.639,0.41700000000000004
UNASSIGNED,image/169988.jpg,bag,0.6940000000000001,0.511,0.825,0.609
UNASSIGNED,image/169988.jpg,belt,0.368,0.377,0.629,0.449
UNASSIGNED,image/169988.jpg,shoe,0.38299999999999995,0.915,0.529,0.9570000000000001
UNASSIGNED,image/169988.jpg,shorts,0.34600000000000003,0.42100000000000004,0.667,0.573
UNASSIGNED,image/169988.jpg,sunglass,0.406,0.17,0.46399999999999997,0.19699999999999998
UNASSIGNED,image/61673.jpg,blouse,0.298,0.22,0.6920000000000001,0.41700000000000004
UNASSIGNED,image/61673.jpg,shoe,0.371,0.868,0.5489999999999999,0.977
UNASSIGNED,image/61673.jpg,skirt,0.331,0.39399999999999996,0.629,0.601
UNASSIGNED,image/61673.jpg,socks,0.37799999999999995,0.815,0.561,0.898
UNASSIGNED,image/133950.jpg,blouse,0.41600000000000004,0.42700000000000005,0.544,0.684
UNASSIGNED,image/133950.jpg,sweater,0.32799999999999996,0.409,0.622,0.6990000000000001
UNASSIGNED,image/31074.jpg,belt,0.409,0.381,0.589,0.447
UNASSIGNED,image/31074.jpg,dress,0.353,0.26,0.6890000000000001,0.628
UNASSIGNED,image/31074.jpg,hat,0.451,0.134,0.604,0.19899999999999998
UNASSIGNED,image/31074.jpg,shoe,0.391,0.861,0.569,0.935
UNASSIGNED,image/7043.jpg,bag,0.531,0.42100000000000004,0.6940000000000001,0.619
UNASSIGNED,image/7043.jpg,dress,0.33799999999999997,0.257,0.6920000000000001,0.6709999999999999
UNASSIGNED,image/7043.jpg,shoe,0.449,0.9420000000000001,0.569,1.0
UNASSIGNED,image/7043.jpg,sunglass,0.439,0.14,0.509,0.185
UNASSIGNED,image/5731.jpg,bag,0.313,0.39399999999999996,0.551,0.581
UNASSIGNED,image/5731.jpg,blouse,0.39299999999999996,0.159,0.7140000000000001,0.366
UNASSIGNED,image/153638.jpg,bag,0.526,0.606,0.825,0.8059999999999999
UNASSIGNED,image/153638.jpg,blouse,0.306,0.18,0.737,0.496
UNASSIGNED,image/153638.jpg,pants,0.348,0.446,0.677,0.8959999999999999
UNASSIGNED,image/165482.jpg,belt,0.34600000000000003,0.36700000000000005,0.521,0.409
UNASSIGNED,image/165482.jpg,blouse,0.16,0.14,0.677,0.40399999999999997
UNASSIGNED,image/165482.jpg,shoe,0.331,0.895,0.546,0.963
UNASSIGNED,image/96551.jpg,bag,0.634,0.42100000000000004,0.6940000000000001,0.579
UNASSIGNED,image/96551.jpg,dress,0.201,0.244,0.6890000000000001,0.619
UNASSIGNED,image/96551.jpg,shoe,0.474,0.9179999999999999,0.5539999999999999,0.9620000000000001
UNASSIGNED,image/96551.jpg,socks,0.46399999999999997,0.83,0.604,0.925
UNASSIGNED,image/96551.jpg,stocking,0.419,0.603,0.629,0.86
UNASSIGNED,image/96551.jpg,sweater,0.293,0.19899999999999998,0.722,0.419
UNASSIGNED,image/184748.jpg,bag,0.47100000000000003,0.47700000000000004,0.667,0.648
UNASSIGNED,image/184748.jpg,dress,0.24100000000000002,0.16399999999999998,0.629,0.579
UNASSIGNED,image/184748.jpg,shoe,0.426,0.868,0.617,0.958
UNASSIGNED,image/93411.jpg,bag,0.406,0.409,0.7070000000000001,0.526
UNASSIGNED,image/93411.jpg,shoe,0.46399999999999997,0.843,0.627,0.96
